,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1446,Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,225960,74,0.622,0.00188,0.622,0.791,3.72e-06,0.083,-6.106,0.0535,115.915,4
1447,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,285106,75,0.391,0.167,0.391,0.715,0.0,0.183,-4.516,0.0495,149.654,3
1448,Forever Winter (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,263533,66,0.611,0.256,0.611,0.552,0.0,0.134,-5.828,0.031,116.012,4
1449,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,240226,73,0.61,0.817,0.61,0.488,0.0,0.312,-6.918,0.0293,125.039,4
1450,The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,200280,73,0.678,0.00115,0.678,0.733,0.0,0.104,-5.025,0.0281,121.009,4
1451,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,613026,84,0.631,0.274,0.631,0.518,0.0,0.088,-8.771,0.0303,93.023,4
1452,State Of Grace (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,295413,50,0.594,0.000328,0.594,0.713,0.0,0.114,-5.314,0.0503,129.958,4
1453,Red (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,223093,49,0.516,0.00108,0.516,0.777,1.62e-06,0.0761,-4.908,0.0375,125.047,4
1454,Treacherous (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,242720,47,0.645,0.0344,0.645,0.593,0.000127,0.13,-6.506,0.0288,109.984,4
1455,I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,219760,66,0.584,0.0129,0.584,0.557,0.0,0.0576,-6.371,0.0342,154.008,4
1456,All Too Well (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,329160,59,0.44,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,4
1457,22 (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,230960,63,0.642,0.000443,0.642,0.695,1.02e-05,0.0753,-5.62,0.0281,103.984,4
1458,I Almost Do (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,244586,42,0.511,0.0167,0.511,0.559,0.0,0.113,-6.587,0.0264,145.88,4
1459,We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,193146,64,0.567,0.0317,0.567,0.686,1.86e-06,0.0732,-6.139,0.175,172.014,4
1460,Stay Stay Stay (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,205786,45,0.693,0.0848,0.693,0.681,0.0,0.0768,-7.039,0.025,100.02,4
1461,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Red (Taylor's Version),Taylor Swift,2021-11-12,299080,43,0.502,0.0399,0.502,0.534,0.0,0.0977,-5.954,0.0278,94.05,4
1462,Holy Ground (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,202960,48,0.622,0.0288,0.622,0.809,0.00218,0.109,-5.623,0.0638,156.894,4
1463,Sad Beautiful Tragic (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,284773,47,0.601,0.622,0.601,0.406,9.19e-05,0.133,-11.827,0.0275,130.059,3
1464,The Lucky One (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,240466,42,0.686,0.066,0.686,0.571,0.0,0.0608,-7.138,0.05,117.889,4
1465,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),Taylor Swift,2021-11-12,245426,45,0.498,0.271,0.498,0.61,0.0,0.223,-5.098,0.0363,79.918,4
1466,Starlight (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,220413,46,0.628,0.00324,0.628,0.685,0.0,0.18,-5.864,0.0358,126.014,4
1467,Begin Again (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,238866,42,0.519,0.075,0.519,0.527,0.0,0.132,-7.673,0.0274,78.915,4
1468,The Moment I Knew (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,285280,41,0.636,0.0494,0.636,0.402,0.0,0.107,-7.855,0.031,125.952,4
1469,Come Back...Be Here (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,223333,42,0.46,0.0158,0.46,0.632,0.0,0.0822,-6.031,0.0302,79.846,4
1470,Girl At Home (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,220520,41,0.691,0.00955,0.691,0.736,1.88e-05,0.101,-6.974,0.0326,125.089,4
1471,State Of Grace (Acoustic Version) (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,321640,40,0.445,0.663,0.445,0.131,1.57e-06,0.108,-13.778,0.0564,208.918,3
1472,Ronan (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,264253,43,0.623,0.661,0.623,0.279,0.0,0.193,-10.802,0.031,116.04,4
1473,Better Man (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,297013,60,0.473,0.214,0.473,0.579,0.0,0.0877,-5.824,0.0384,73.942,4
1474,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,258812,46,0.606,0.817,0.606,0.377,0.0,0.154,-9.455,0.0275,101.96,4
1475,Babe (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,224240,42,0.584,0.0538,0.584,0.743,2.83e-06,0.121,-7.075,0.0931,167.844,4
1476,Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,225960,65,0.622,0.00188,0.622,0.791,3.72e-06,0.083,-6.106,0.0535,115.915,4
1477,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,285106,49,0.403,0.16,0.403,0.714,0.0,0.179,-4.514,0.0488,149.67,3
1478,Forever Winter (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,263533,57,0.611,0.256,0.611,0.552,0.0,0.134,-5.828,0.031,116.012,4
1479,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,240226,42,0.61,0.817,0.61,0.488,0.0,0.312,-6.918,0.0293,125.039,4
1480,The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,200280,45,0.678,0.00115,0.678,0.733,0.0,0.104,-5.025,0.0281,121.009,4
1481,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,613026,53,0.631,0.279,0.631,0.522,0.0,0.0875,-8.649,0.0302,93.0,4
1482,Fearless (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,241591,68,0.569,0.0122,0.569,0.741,0.0,0.333,-4.963,0.0282,100.118,4
1483,Fifteen (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,294419,64,0.559,0.116,0.559,0.646,0.0,0.32,-4.61,0.0272,95.466,4
1484,Love Story (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,235766,72,0.627,0.13,0.627,0.792,3.97e-06,0.0845,-4.311,0.031,119.054,4
1485,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,254254,64,0.788,0.106,0.788,0.571,0.0,0.0934,-6.135,0.0296,115.99,4
1486,White Horse (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,234515,64,0.423,0.369,0.423,0.517,0.0,0.177,-7.377,0.0486,185.262,4
1487,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,231124,75,0.632,0.0623,0.632,0.773,0.0,0.0885,-4.856,0.0346,130.033,4
1488,Breathe (feat. Colbie Caillat) (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,263377,61,0.506,0.156,0.506,0.626,0.0,0.228,-6.066,0.0287,148.035,4
1489,Tell Me Why (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,200575,60,0.578,0.0222,0.578,0.909,0.0,0.333,-3.669,0.0628,100.023,4
1490,You’re Not Sorry (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,261842,62,0.506,0.0538,0.506,0.444,0.0,0.123,-4.99,0.0285,133.873,4
1491,The Way I Loved You (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,243136,75,0.402,0.0033,0.402,0.732,0.0,0.108,-4.665,0.0484,161.032,4
1492,Forever & Always (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,225328,65,0.598,0.0231,0.598,0.821,0.0,0.143,-4.433,0.0447,128.03,4
1493,The Best Day (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,245290,59,0.642,0.488,0.642,0.576,0.0,0.159,-8.524,0.0282,125.0,4
1494,Change (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,279359,58,0.499,0.000191,0.499,0.815,0.0,0.181,-4.063,0.0341,95.999,4
1495,Jump Then Fall (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,237580,60,0.572,0.0474,0.572,0.69,0.0,0.0897,-6.201,0.0358,160.111,4
1496,Untouchable (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,312107,60,0.393,0.0181,0.393,0.531,0.0,0.169,-6.112,0.0329,200.391,4
1497,Forever & Always (Piano Version) (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,267833,60,0.546,0.819,0.546,0.273,0.0,0.137,-9.208,0.0308,118.753,4
1498,Come In With The Rain (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,237338,58,0.476,0.0406,0.476,0.564,0.0,0.102,-5.677,0.0269,143.929,4
1499,Superstar (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,263865,57,0.454,0.157,0.454,0.555,0.0,0.343,-6.69,0.0283,171.862,4
1500,The Other Side Of The Door (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,238443,63,0.432,0.0279,0.432,0.873,0.0,0.167,-4.367,0.0577,163.936,4
1501,Today Was A Fairytale (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,241822,60,0.482,0.0135,0.482,0.779,0.0,0.296,-5.025,0.0409,158.162,4
1502,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Taylor Swift,2021-04-09,220839,60,0.599,0.816,0.599,0.494,0.0,0.101,-7.61,0.0372,142.893,4
1503,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Taylor Swift,2021-04-09,277591,67,0.66,0.162,0.66,0.817,0.0,0.0667,-6.269,0.0521,135.942,4
1504,We Were Happy (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Taylor Swift,2021-04-09,244236,61,0.609,0.849,0.609,0.373,0.0,0.0779,-8.819,0.0263,106.007,4
1505,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Taylor Swift,2021-04-09,189495,64,0.588,0.225,0.588,0.608,0.0,0.092,-7.062,0.0365,90.201,4
1506,Don’t You (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Taylor Swift,2021-04-09,208608,63,0.563,0.514,0.563,0.473,1.2e-05,0.109,-11.548,0.0503,101.934,4
1507,Bye Bye Baby (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),Taylor Swift,2021-04-09,242157,61,0.624,0.334,0.624,0.624,0.0,0.0995,-7.86,0.0539,80.132,4
1508,willow,evermore (deluxe version),Taylor Swift,2021-01-07,214706,65,0.392,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,4
1509,champagne problems,evermore (deluxe version),Taylor Swift,2021-01-07,244000,66,0.462,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,4
1510,gold rush,evermore (deluxe version),Taylor Swift,2021-01-07,185320,64,0.512,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,4
1511,‘tis the damn season,evermore (deluxe version),Taylor Swift,2021-01-07,229840,63,0.575,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,4
1512,tolerate it,evermore (deluxe version),Taylor Swift,2021-01-07,245440,63,0.316,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,5
1513,"no body, no crime (feat. HAIM)",evermore (deluxe version),Taylor Swift,2021-01-07,215626,63,0.546,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,4
1514,happiness,evermore (deluxe version),Taylor Swift,2021-01-07,315146,61,0.559,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,4
1515,dorothea,evermore (deluxe version),Taylor Swift,2021-01-07,225880,61,0.605,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,4
1516,coney island (feat. The National),evermore (deluxe version),Taylor Swift,2021-01-07,275320,61,0.537,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,4
1517,ivy,evermore (deluxe version),Taylor Swift,2021-01-07,260440,63,0.515,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,4
1518,cowboy like me,evermore (deluxe version),Taylor Swift,2021-01-07,275040,62,0.604,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,4
1519,long story short,evermore (deluxe version),Taylor Swift,2021-01-07,215920,62,0.546,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,4
1520,marjorie,evermore (deluxe version),Taylor Swift,2021-01-07,257773,60,0.535,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,4
1521,closure,evermore (deluxe version),Taylor Swift,2021-01-07,180653,59,0.689,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,5
1522,evermore (feat. Bon Iver),evermore (deluxe version),Taylor Swift,2021-01-07,304106,61,0.39,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,5
1523,right where you left me - bonus track,evermore (deluxe version),Taylor Swift,2021-01-07,245026,75,0.581,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,4
1524,it’s time to go - bonus track,evermore (deluxe version),Taylor Swift,2021-01-07,254640,65,0.592,0.801,0.592,0.41,1.39e-05,0.09,-12.426,0.0397,151.923,4
1525,willow,evermore (deluxe version),Taylor Swift,2021-01-07,214706,28,0.392,0.835,0.392,0.579,0.00179,0.145,-9.195,0.164,80.961,4
1526,champagne problems,evermore (deluxe version),Taylor Swift,2021-01-07,244000,30,0.463,0.92,0.463,0.248,0.0,0.113,-12.036,0.0374,171.346,4
1527,gold rush,evermore (deluxe version),Taylor Swift,2021-01-07,185320,28,0.498,0.811,0.498,0.471,0.113,0.121,-10.406,0.0411,112.018,4
1528,‘tis the damn season,evermore (deluxe version),Taylor Swift,2021-01-07,229840,26,0.575,0.737,0.575,0.435,5.38e-05,0.105,-8.193,0.0311,145.91,4
1529,tolerate it,evermore (deluxe version),Taylor Swift,2021-01-07,245440,27,0.373,0.878,0.373,0.36,1.54e-05,0.079,-10.376,0.0387,147.442,5
1530,"no body, no crime (feat. HAIM)",evermore (deluxe version),Taylor Swift,2021-01-07,215626,27,0.547,0.431,0.547,0.613,0.0,0.102,-7.577,0.0264,79.011,4
1531,happiness,evermore (deluxe version),Taylor Swift,2021-01-07,315146,26,0.558,0.861,0.558,0.331,0.0,0.113,-10.649,0.0381,122.035,4
1532,dorothea,evermore (deluxe version),Taylor Swift,2021-01-07,225880,25,0.607,0.694,0.607,0.488,0.0,0.129,-8.329,0.0264,119.953,4
1533,coney island (feat. The National),evermore (deluxe version),Taylor Swift,2021-01-07,275320,25,0.529,0.826,0.529,0.536,0.00082,0.141,-11.269,0.0627,107.873,4
1534,ivy,evermore (deluxe version),Taylor Swift,2021-01-07,260440,27,0.329,0.848,0.329,0.547,1.11e-05,0.088,-9.514,0.0397,86.629,4
1535,cowboy like me,evermore (deluxe version),Taylor Swift,2021-01-07,275040,26,0.605,0.774,0.605,0.513,0.000177,0.123,-8.962,0.0337,127.986,4
1536,long story short,evermore (deluxe version),Taylor Swift,2021-01-07,215920,26,0.546,0.674,0.546,0.732,0.184,0.0972,-7.715,0.0423,157.893,4
1537,marjorie,evermore (deluxe version),Taylor Swift,2021-01-07,257773,25,0.535,0.878,0.535,0.562,0.000132,0.114,-11.615,0.0479,96.103,4
1538,closure,evermore (deluxe version),Taylor Swift,2021-01-07,180653,23,0.686,0.832,0.686,0.705,4.55e-06,0.134,-10.823,0.249,151.868,5
1539,evermore (feat. Bon Iver),evermore (deluxe version),Taylor Swift,2021-01-07,304106,25,0.395,0.937,0.395,0.27,0.00249,0.111,-10.672,0.0309,120.94,5
1540,right where you left me - bonus track,evermore (deluxe version),Taylor Swift,2021-01-07,245026,40,0.581,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,4
1541,it’s time to go - bonus track,evermore (deluxe version),Taylor Swift,2021-01-07,254640,35,0.592,0.801,0.592,0.41,1.39e-05,0.09,-12.426,0.0397,151.923,4
1542,willow,evermore,Taylor Swift,2020-12-11,214706,48,0.392,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,4
1543,champagne problems,evermore,Taylor Swift,2020-12-11,244000,35,0.462,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,4
1544,gold rush,evermore,Taylor Swift,2020-12-11,185320,28,0.512,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,4
1545,‘tis the damn season,evermore,Taylor Swift,2020-12-11,229840,27,0.575,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,4
1546,tolerate it,evermore,Taylor Swift,2020-12-11,245440,26,0.316,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,5
1547,"no body, no crime (feat. HAIM)",evermore,Taylor Swift,2020-12-11,215626,29,0.546,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,4
1548,happiness,evermore,Taylor Swift,2020-12-11,315146,25,0.559,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,4
1549,dorothea,evermore,Taylor Swift,2020-12-11,225880,26,0.605,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,4
1550,coney island (feat. The National),evermore,Taylor Swift,2020-12-11,275320,26,0.537,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,4
1551,ivy,evermore,Taylor Swift,2020-12-11,260440,27,0.515,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,4
1552,cowboy like me,evermore,Taylor Swift,2020-12-11,275040,25,0.604,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,4
1553,long story short,evermore,Taylor Swift,2020-12-11,215920,27,0.546,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,4
1554,marjorie,evermore,Taylor Swift,2020-12-11,257773,25,0.535,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,4
1555,closure,evermore,Taylor Swift,2020-12-11,180653,25,0.689,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,5
1556,evermore (feat. Bon Iver),evermore,Taylor Swift,2020-12-11,304106,28,0.39,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,5
1557,willow,evermore,Taylor Swift,2020-12-11,214706,77,0.392,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,4
1558,champagne problems,evermore,Taylor Swift,2020-12-11,244000,76,0.462,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,4
1559,gold rush,evermore,Taylor Swift,2020-12-11,185320,68,0.512,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,4
1560,‘tis the damn season,evermore,Taylor Swift,2020-12-11,229840,64,0.575,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,4
1561,tolerate it,evermore,Taylor Swift,2020-12-11,245440,67,0.316,0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,5
1562,"no body, no crime (feat. HAIM)",evermore,Taylor Swift,2020-12-11,215626,66,0.546,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,4
1563,happiness,evermore,Taylor Swift,2020-12-11,315146,64,0.559,0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,4
1564,dorothea,evermore,Taylor Swift,2020-12-11,225880,62,0.605,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,4
1565,coney island (feat. The National),evermore,Taylor Swift,2020-12-11,275320,63,0.537,0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,4
1566,ivy,evermore,Taylor Swift,2020-12-11,260440,66,0.515,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,4
1567,cowboy like me,evermore,Taylor Swift,2020-12-11,275040,63,0.604,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,4
1568,long story short,evermore,Taylor Swift,2020-12-11,215920,63,0.546,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,4
1569,marjorie,evermore,Taylor Swift,2020-12-11,257773,62,0.535,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,4
1570,closure,evermore,Taylor Swift,2020-12-11,180653,60,0.689,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,5
1571,evermore (feat. Bon Iver),evermore,Taylor Swift,2020-12-11,304106,64,0.39,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,5
1572,willow,evermore,Taylor Swift,2020-12-10,214706,69,0.392,0.835,0.392,0.579,0.00179,0.145,-9.195,0.164,80.961,4
1573,champagne problems,evermore,Taylor Swift,2020-12-10,244000,52,0.463,0.92,0.463,0.248,0.0,0.113,-12.036,0.0374,171.346,4
1574,gold rush,evermore,Taylor Swift,2020-12-10,185320,49,0.498,0.811,0.498,0.471,0.113,0.121,-10.406,0.0411,112.018,4
1575,‘tis the damn season,evermore,Taylor Swift,2020-12-10,229840,52,0.575,0.737,0.575,0.435,5.38e-05,0.105,-8.193,0.0311,145.91,4
1576,tolerate it,evermore,Taylor Swift,2020-12-10,245440,47,0.373,0.878,0.373,0.36,1.54e-05,0.079,-10.376,0.0387,147.442,5
1577,"no body, no crime (feat. HAIM)",evermore,Taylor Swift,2020-12-10,215626,58,0.547,0.431,0.547,0.613,0.0,0.102,-7.577,0.0264,79.011,4
1578,happiness,evermore,Taylor Swift,2020-12-10,315146,47,0.558,0.861,0.558,0.331,0.0,0.113,-10.649,0.0381,122.035,4
1579,dorothea,evermore,Taylor Swift,2020-12-10,225880,52,0.607,0.694,0.607,0.488,0.0,0.129,-8.329,0.0264,119.953,4
1580,coney island (feat. The National),evermore,Taylor Swift,2020-12-10,275320,53,0.529,0.826,0.529,0.536,0.00082,0.141,-11.269,0.0627,107.873,4
1581,ivy,evermore,Taylor Swift,2020-12-10,260440,48,0.329,0.848,0.329,0.547,1.11e-05,0.088,-9.514,0.0397,86.629,4
1582,cowboy like me,evermore,Taylor Swift,2020-12-10,275040,47,0.605,0.774,0.605,0.513,0.000177,0.123,-8.962,0.0337,127.986,4
1583,long story short,evermore,Taylor Swift,2020-12-10,215920,56,0.546,0.674,0.546,0.732,0.184,0.0972,-7.715,0.0423,157.893,4
1584,marjorie,evermore,Taylor Swift,2020-12-10,257773,53,0.535,0.878,0.535,0.562,0.000132,0.114,-11.615,0.0479,96.103,4
1585,closure,evermore,Taylor Swift,2020-12-10,180653,48,0.686,0.832,0.686,0.705,4.55e-06,0.134,-10.823,0.249,151.868,5
1586,evermore (feat. Bon Iver),evermore,Taylor Swift,2020-12-10,304106,58,0.395,0.937,0.395,0.27,0.00249,0.111,-10.672,0.0309,120.94,5
1587,the 1,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,2020-11-25,210240,47,0.78,0.75,0.78,0.361,7.14e-06,0.108,-6.942,0.048,139.902,4
1588,cardigan,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,2020-11-25,239560,47,0.612,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,4
1589,the last great american dynasty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,2020-11-25,231000,45,0.688,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,4
1590,exile (feat. Bon Iver),folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,2020-11-25,285640,46,0.31,0.761,0.31,0.374,2.46e-05,0.11,-8.464,0.0275,75.938,4
1591,my tears ricochet,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,2020-11-25,255893,45,0.456,0.814,0.456,0.265,0.0,0.0679,-10.663,0.0328,129.947,4
1592,mirrorball,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,2020-11-25,208973,44,0.549,0.686,0.549,0.417,1.9e-06,0.0604,-10.064,0.035,110.137,4
